"Timestamp","Mode","Strategy","TotalMs","QExpMs","RetrievalMs","DenseMs","SparseMs","MergeMs","RerankMs","ContextMs","LlmMs","GuardrailMs","ThreadPoolSize","ParallelGranularity","NestedDenseSparse"
"2025-12-10T20:05:17.383+09:00","PARALLEL_OLD","V1_OLD","24655","2090","14161","11763","0","2323","2","0","8402","0","1","FINE","True"
"2025-12-10T20:05:36.596+09:00","PARALLEL_OLD","V1_OLD","19205","11930","3058","1245","0","1732","2","0","4216","0","1","FINE","True"
"2025-12-10T20:05:48.841+09:00","PARALLEL_OLD","V1_OLD","12234","2076","7151","1329","16","5789","1","0","3006","0","1","FINE","True"
"2025-12-10T20:06:08.212+09:00","PARALLEL_OLD","V1_OLD","19363","12583","3351","1326","0","1915","1","0","3428","0","1","FINE","True"
"2025-12-10T20:06:19.948+09:00","PARALLEL_OLD","V1_OLD","11727","1424","5222","1153","12","4010","2","0","5079","0","1","FINE","True"
"2025-12-10T20:06:31.909+09:00","PARALLEL_OLD","V1_OLD","11955","1538","7130","1144","17","5953","1","0","3285","0","1","FINE","True"
"2025-12-10T20:06:40.674+09:00","PARALLEL_OLD","V1_OLD","8757","1347","3122","1254","1","1792","2","0","4287","0","1","FINE","True"
"2025-12-10T20:06:48.533+09:00","PARALLEL_OLD","V1_OLD","7853","1399","3076","1271","0","1730","1","0","3377","0","1","FINE","True"
"2025-12-10T20:07:01.865+09:00","PARALLEL_OLD","V1_OLD","13324","1715","7037","1188","14","5819","1","0","4571","0","1","FINE","True"
"2025-12-10T20:07:10.672+09:00","PARALLEL_OLD","V1_OLD","8794","2199","3534","956","0","2505","2","0","3060","0","1","FINE","True"
"2025-12-10T20:07:19.099+09:00","PARALLEL_OLD","V1_OLD","8419","1372","3114","1232","0","1804","1","0","3931","0","1","FINE","True"
"2025-12-10T20:07:31.239+09:00","PARALLEL_OLD","V1_OLD","12133","1510","7509","1158","14","6319","1","0","3113","0","1","FINE","True"
"2025-12-10T20:07:42.087+09:00","PARALLEL_OLD","V1_OLD","10840","1553","3129","962","0","2066","1","0","6156","0","1","FINE","True"
"2025-12-10T20:08:00.647+09:00","PARALLEL_OLD","V1_OLD","18554","1705","13593","11656","0","1862","1","0","3256","0","1","FINE","True"
"2025-12-10T20:08:12.440+09:00","PARALLEL_OLD","V1_OLD","11786","1449","7907","1275","20","6593","2","0","2428","0","1","FINE","True"
"2025-12-10T20:08:21.906+09:00","PARALLEL_OLD","V1_OLD","9460","3184","3275","1153","0","2039","2","0","3001","0","1","FINE","True"
"2025-12-10T20:08:31.163+09:00","PARALLEL_OLD","V1_OLD","9251","1933","3543","1612","0","1850","1","0","3774","0","1","FINE","True"
"2025-12-10T20:08:43.623+09:00","PARALLEL_OLD","V1_OLD","12453","1704","8327","1735","16","6558","2","0","2420","0","1","FINE","True"
"2025-12-10T20:08:53.045+09:00","PARALLEL_OLD","V1_OLD","9415","2560","3580","1659","0","1831","1","0","3275","0","1","FINE","True"
"2025-12-10T20:09:02.266+09:00","PARALLEL_OLD","V1_OLD","9214","1685","2997","1178","0","1740","1","0","4531","0","1","FINE","True"
"2025-12-10T20:09:14.162+09:00","PARALLEL_OLD","V1_OLD","11889","1523","7231","1131","15","6069","1","0","3135","0","1","FINE","True"
"2025-12-10T20:09:25.749+09:00","PARALLEL_OLD","V1_OLD","11580","1552","3530","1119","0","2338","2","0","6498","0","1","FINE","True"
"2025-12-10T20:09:34.355+09:00","PARALLEL_OLD","V1_OLD","8598","1768","2907","1052","0","1764","2","0","3921","0","1","FINE","True"
"2025-12-10T20:09:46.607+09:00","PARALLEL_OLD","V1_OLD","12243","2136","7110","1184","14","5896","1","0","2997","0","1","FINE","True"
"2025-12-10T20:12:15.377+09:00","PARALLEL_SYNC","ASYNC","11734","4089","3553","1580","3","1887","2","1","4088","0","1","FINE","True"
"2025-12-10T20:12:24.205+09:00","PARALLEL_SYNC","ASYNC","8760","2681","2876","1034","3","1758","2","0","3202","0","1","FINE","True"
"2025-12-10T20:12:37.376+09:00","PARALLEL_SYNC","ASYNC","13158","1760","7181","1187","71","5907","1","0","4216","0","1","FINE","True"
"2025-12-10T20:12:46.810+09:00","PARALLEL_SYNC","ASYNC","9422","2270","3736","1741","1","1905","2","0","3415","0","1","FINE","True"
"2025-12-10T20:12:57.300+09:00","PARALLEL_SYNC","ASYNC","10481","1520","3915","2070","0","1756","1","0","5045","0","1","FINE","True"
"2025-12-10T20:13:08.825+09:00","PARALLEL_SYNC","ASYNC","11507","1493","7206","1239","22","5921","1","0","2807","0","1","FINE","True"
"2025-12-10T20:13:17.702+09:00","PARALLEL_SYNC","ASYNC","8867","1826","3374","1473","0","1811","1","0","3666","0","1","FINE","True"
"2025-12-10T20:13:26.934+09:00","PARALLEL_SYNC","ASYNC","9226","1403","3637","1832","0","1718","1","0","4185","0","1","FINE","True"
"2025-12-10T20:13:39.185+09:00","PARALLEL_SYNC","ASYNC","12239","1574","7463","1526","17","5902","1","0","3202","0","1","FINE","True"
"2025-12-10T20:13:48.894+09:00","PARALLEL_SYNC","ASYNC","9703","1235","3746","1828","0","1817","2","0","4722","0","1","FINE","True"
"2025-12-10T20:14:01.585+09:00","PARALLEL_SYNC","ASYNC","12683","1269","8296","4108","21","4100","2","0","3117","0","1","FINE","True"
"2025-12-10T20:14:13.283+09:00","PARALLEL_SYNC","ASYNC","11691","1509","7182","1372","17","5775","1","0","2999","0","1","FINE","True"
"2025-12-10T20:14:22.342+09:00","PARALLEL_SYNC","ASYNC","9049","2330","3161","1274","0","1790","1","0","3557","0","1","FINE","True"
"2025-12-10T20:14:32.368+09:00","PARALLEL_SYNC","ASYNC","10013","1805","3138","1354","0","1705","1","0","5069","0","1","FINE","True"
"2025-12-10T20:14:45.665+09:00","PARALLEL_SYNC","ASYNC","13290","2110","7780","1845","14","5904","1","0","3399","0","1","FINE","True"
"2025-12-10T20:14:54.530+09:00","PARALLEL_SYNC","ASYNC","8854","1497","3532","1444","0","1973","2","0","3824","0","1","FINE","True"
"2025-12-10T20:15:03.229+09:00","PARALLEL_SYNC","ASYNC","8687","1299","3427","1600","0","1743","1","0","3960","0","1","FINE","True"
"2025-12-10T20:15:15.051+09:00","PARALLEL_SYNC","ASYNC","11805","1516","7600","1479","17","6087","1","0","2688","0","1","FINE","True"
"2025-12-10T20:15:28.379+09:00","PARALLEL_SYNC","ASYNC","13322","1468","6061","1586","15","4397","2","0","5792","0","1","FINE","True"
"2025-12-10T20:15:37.149+09:00","PARALLEL_SYNC","ASYNC","8760","1824","3396","1583","0","1730","1","0","3538","0","1","FINE","True"
"2025-12-10T20:15:48.128+09:00","PARALLEL_SYNC","ASYNC","10966","1738","7230","1407","13","5794","1","0","1996","0","1","FINE","True"
"2025-12-10T20:15:57.443+09:00","PARALLEL_SYNC","ASYNC","9306","2142","3242","1279","0","1859","1","0","3921","0","1","FINE","True"
"2025-12-10T20:16:05.366+09:00","PARALLEL_SYNC","ASYNC","7916","1902","2872","1068","0","1724","1","0","3141","0","1","FINE","True"
"2025-12-10T20:16:16.444+09:00","PARALLEL_SYNC","ASYNC","11068","1833","7066","1181","14","5855","1","0","2168","0","1","FINE","True"
"2025-12-10T20:16:24.942+09:00","PARALLEL_SYNC","ASYNC","8492","1705","3217","1338","1","1804","1","0","3570","0","1","FINE","True"
"2025-12-10T20:16:32.984+09:00","PARALLEL_SYNC","ASYNC","8029","1769","2888","1093","0","1714","1","0","3371","0","1","FINE","True"
"2025-12-10T20:16:44.616+09:00","PARALLEL_SYNC","ASYNC","11624","1593","6962","1154","19","5774","1","0","3068","0","1","FINE","True"
"2025-12-10T20:16:53.648+09:00","PARALLEL_SYNC","ASYNC","9022","2589","3216","1353","0","1779","1","0","3216","0","1","FINE","True"
"2025-12-10T20:17:04.758+09:00","PARALLEL_SYNC","ASYNC","11098","1887","5993","1597","11","4330","1","0","3217","0","1","FINE","True"
"2025-12-10T20:17:16.075+09:00","PARALLEL_SYNC","ASYNC","11311","1803","7048","1189","13","5828","1","0","2459","0","1","FINE","True"
